date,category,type,amount,description,payment_method
2023-01-08,Moradia,despesa,5.0,Moradia — transação automática,Pix
2024-11-15,Bônus,receita,6039.54,Bônus — transação automática,Transferência
2022-04-21,Salário,receita,200.0,Salário — transação automática,Boleto
2023-10-12,Moradia,despesa,644.61,Moradia — transação automática,Débito
2024-05-06,Manutenção,despesa,230.64,Manutenção — transação automática,Transferência
2024-09-27,Salário,receita,6554.52,Salário — transação automática,Cartão de Crédito
2024-02-26,Assinaturas,despesa,462.81,Assinaturas — transação automática,Cartão de Crédito
2022-12-04,Moradia,despesa,958.18,Moradia — transação automática,Boleto
2022-10-23,Moradia,despesa,738.73,Moradia — transação automática,Débito
2024-08-16,Alimentação,despesa,5.0,Alimentação — transação automática,Débito
2023-11-08,Alimentação,despesa,5.0,Alimentação — transação automática,Cartão de Crédito
2023-08-21,Educação,despesa,102.56,Educação — transação automática,Boleto
2022-08-23,Salário,receita,4950.46,Salário — transação automática,Débito
2022-03-27,Assinaturas,despesa,303.41,Assinaturas — transação automática,Transferência
2023-09-04,Transporte,despesa,293.86,Transporte — transação automática,Pix
2022-11-11,Rendimentos,receita,5182.29,Rendimentos — transação automática,Cartão de Crédito
2024-06-27,Rendimentos,receita,4087.15,Rendimentos — transação automática,Pix
2022-07-08,Lazer,despesa,194.38,Lazer — transação automática,Pix
2024-10-08,Assinaturas,despesa,536.81,Assinaturas — transação automática,Débito
2022-08-24,Moradia,despesa,5.0,Moradia — transação automática,Débito
2022-03-24,Moradia,despesa,5.0,Moradia — transação automática,Débito
2024-02-27,Moradia,despesa,314.39,Moradia — transação automática,Pix
2024-06-24,Educação,despesa,154.51,Educação — transação automática,Pix
2022-12-23,Bônus,receita,5901.22,Bônus — transação automática,Transferência
2024-12-03,Bônus,receita,2223.71,Bônus — transação automática,Cartão de Crédito
2022-06-28,Vestuário,despesa,122.78,Vestuário — transação automática,Cartão de Crédito
2022-09-13,Salário,receita,4804.09,Salário — transação automática,Pix
2024-04-24,Assinaturas,despesa,451.76,Assinaturas — transação automática,Cartão de Crédito
2023-06-29,Bônus,receita,1430.27,Bônus — transação automática,Cartão de Crédito
2023-08-15,Bônus,receita,5230.52,Bônus — transação automática,Transferência
2022-08-22,Manutenção,despesa,433.04,Manutenção — transação automática,Boleto
2023-03-19,Saúde,despesa,283.07,Saúde — transação automática,Transferência
2022-09-02,Alimentação,despesa,449.78,Alimentação — transação automática,Cartão de Crédito
2023-05-08,Assinaturas,despesa,212.01,Assinaturas — transação automática,Boleto
2024-05-18,Salário,receita,3544.45,Salário — transação automática,Pix
2022-04-02,Transporte,despesa,108.82,Transporte — transação automática,Boleto
2023-10-16,Vestuário,despesa,370.56,Vestuário — transação automática,Transferência
2024-08-24,Moradia,despesa,878.47,Moradia — transação automática,Débito
2024-04-13,Impostos,despesa,222.19,Impostos — transação automática,Débito
2024-01-09,Saúde,despesa,523.04,Saúde — transação automática,Cartão de Crédito
2023-04-11,Educação,despesa,657.78,Educação — transação automática,Débito
2022-02-23,Saúde,despesa,798.41,Saúde — transação automática,Débito
2022-10-09,Assinaturas,despesa,270.46,Assinaturas — transação automática,Pix
2023-07-25,Manutenção,despesa,5.0,Manutenção — transação automática,Boleto
2023-06-23,Alimentação,despesa,350.76,Alimentação — transação automática,Boleto
2022-05-19,Impostos,despesa,5.0,Impostos — transação automática,Pix
2022-12-17,Manutenção,despesa,524.3,Manutenção — transação automática,Boleto
2024-11-04,Moradia,despesa,625.7,Moradia — transação automática,Cartão de Crédito
2022-09-24,Assinaturas,despesa,151.75,Assinaturas — transação automática,Pix
2024-05-23,Impostos,despesa,542.99,Impostos — transação automática,Pix
2022-02-01,Educação,despesa,512.87,Educação — transação automática,Transferência
2023-08-11,Bônus,receita,4802.21,Bônus — transação automática,Cartão de Crédito
2022-07-20,Bônus,receita,5362.73,Bônus — transação automática,Cartão de Crédito
2022-01-17,Bônus,receita,5260.2,Bônus — transação automática,Débito
2024-09-03,Educação,despesa,459.23,Educação — transação automática,Débito
2023-10-19,Educação,despesa,67.99,Educação — transação automática,Transferência
2024-12-19,Manutenção,despesa,109.92,Manutenção — transação automática,Débito
2024-03-22,Transporte,despesa,533.49,Transporte — transação automática,Transferência
2022-07-26,Moradia,despesa,814.48,Moradia — transação automática,Pix
2023-10-13,Moradia,despesa,5.0,Moradia — transação automática,Pix
2024-09-17,Vestuário,despesa,43.13,Vestuário — transação automática,Pix
2024-06-21,Manutenção,despesa,637.46,Manutenção — transação automática,Débito
2022-05-10,Manutenção,despesa,815.76,Manutenção — transação automática,Débito
2024-01-26,Transporte,despesa,5.0,Transporte — transação automática,Pix
2023-11-26,Vestuário,despesa,447.89,Vestuário — transação automática,Débito
2022-07-10,Moradia,despesa,136.13,Moradia — transação automática,Transferência
2022-02-10,Manutenção,despesa,134.57,Manutenção — transação automática,Boleto
2024-03-06,Bônus,receita,4212.35,Bônus — transação automática,Débito
2022-10-05,Moradia,despesa,326.93,Moradia — transação automática,Pix
2024-08-22,Assinaturas,despesa,175.32,Assinaturas — transação automática,Boleto
2022-10-24,Bônus,receita,4875.56,Bônus — transação automática,Cartão de Crédito
2022-04-12,Salário,receita,5603.52,Salário — transação automática,Cartão de Crédito
2022-11-15,Educação,despesa,387.53,Educação — transação automática,Débito
2023-04-30,Impostos,despesa,409.26,Impostos — transação automática,Boleto
2022-11-12,Bônus,receita,4258.65,Bônus — transação automática,Débito
2023-05-23,Rendimentos,receita,4822.49,Rendimentos — transação automática,Transferência
2023-01-10,Lazer,despesa,249.85,Lazer — transação automática,Cartão de Crédito
2023-09-18,Saúde,despesa,412.18,Saúde — transação automática,Boleto
2023-08-28,Lazer,despesa,359.0,Lazer — transação automática,Transferência
2023-06-01,Lazer,despesa,263.06,Lazer — transação automática,Cartão de Crédito
2024-06-03,Bônus,receita,4599.61,Bônus — transação automática,Pix
2024-06-07,Salário,receita,3120.98,Salário — transação automática,Transferência
2024-03-18,Rendimentos,receita,441.04,Rendimentos — transação automática,Transferência
2022-04-28,Manutenção,despesa,146.04,Manutenção — transação automática,Pix
2024-09-11,Educação,despesa,152.83,Educação — transação automática,Pix
2024-07-19,Impostos,despesa,795.5,Impostos — transação automática,Transferência
2024-09-13,Assinaturas,despesa,557.35,Assinaturas — transação automática,Cartão de Crédito
2024-03-04,Vestuário,despesa,283.37,Vestuário — transação automática,Débito
2024-04-26,Alimentação,despesa,5.0,Alimentação — transação automática,Débito
2022-09-07,Transporte,despesa,467.45,Transporte — transação automática,Pix
2023-10-01,Impostos,despesa,755.59,Impostos — transação automática,Débito
2023-04-19,Educação,despesa,236.05,Educação — transação automática,Débito
2022-08-21,Impostos,despesa,340.9,Impostos — transação automática,Transferência
2024-11-03,Manutenção,despesa,219.67,Manutenção — transação automática,Cartão de Crédito
2022-03-21,Transporte,despesa,91.97,Transporte — transação automática,Boleto
2022-07-28,Alimentação,despesa,280.85,Alimentação — transação automática,Transferência
2022-01-06,Manutenção,despesa,286.74,Manutenção — transação automática,Débito
2023-05-17,Rendimentos,receita,3260.23,Rendimentos — transação automática,Boleto
2024-02-04,Manutenção,despesa,145.26,Manutenção — transação automática,Pix
2024-01-25,Impostos,despesa,5.0,Impostos — transação automática,Pix
2022-06-27,Vestuário,despesa,8.53,Vestuário — transação automática,Pix
2022-05-30,Manutenção,despesa,246.14,Manutenção — transação automática,Boleto
2024-11-18,Freelance,receita,4950.44,Freelance — transação automática,Pix
2023-10-26,Transporte,despesa,525.3,Transporte — transação automática,Transferência
2024-12-02,Assinaturas,despesa,394.69,Assinaturas — transação automática,Transferência
2023-08-24,Bônus,receita,6384.3,Bônus — transação automática,Boleto
2023-06-17,Impostos,despesa,254.62,Impostos — transação automática,Transferência
2023-10-08,Manutenção,despesa,223.4,Manutenção — transação automática,Débito
2024-06-12,Bônus,receita,200.0,Bônus — transação automática,Pix
2024-04-24,Educação,despesa,233.04,Educação — transação automática,Transferência
2024-07-19,Educação,despesa,349.23,Educação — transação automática,Transferência
2023-07-10,Rendimentos,receita,6109.89,Rendimentos — transação automática,Transferência
2022-09-06,Freelance,receita,3651.6,Freelance — transação automática,Cartão de Crédito
2022-02-14,Moradia,despesa,631.78,Moradia — transação automática,Pix
2023-01-25,Alimentação,despesa,108.6,Alimentação — transação automática,Boleto
2024-12-22,Manutenção,despesa,327.72,Manutenção — transação automática,Débito
2024-09-25,Educação,despesa,271.8,Educação — transação automática,Cartão de Crédito
2024-05-14,Alimentação,despesa,421.51,Alimentação — transação automática,Cartão de Crédito
2023-08-06,Impostos,despesa,348.76,Impostos — transação automática,Cartão de Crédito
2022-10-11,Saúde,despesa,489.69,Saúde — transação automática,Transferência
2023-09-12,Freelance,receita,6568.11,Freelance — transação automática,Pix
2022-01-01,Moradia,despesa,151.45,Moradia — transação automática,Transferência
2024-10-04,Salário,receita,1870.67,Salário — transação automática,Cartão de Crédito
2023-05-27,Transporte,despesa,472.77,Transporte — transação automática,Boleto
2022-08-08,Transporte,despesa,215.37,Transporte — transação automática,Débito
2022-09-04,Impostos,despesa,613.8,Impostos — transação automática,Cartão de Crédito
2022-02-19,Vestuário,despesa,585.74,Vestuário — transação automática,Cartão de Crédito
2024-07-04,Rendimentos,receita,4935.14,Rendimentos — transação automática,Débito
2023-10-06,Impostos,despesa,474.13,Impostos — transação automática,Débito
2024-04-04,Moradia,despesa,328.33,Moradia — transação automática,Cartão de Crédito
2022-09-15,Manutenção,despesa,493.71,Manutenção — transação automática,Cartão de Crédito
2022-04-19,Freelance,receita,2626.11,Freelance — transação automática,Boleto
2022-11-06,Vestuário,despesa,214.07,Vestuário — transação automática,Pix
2023-02-05,Moradia,despesa,62.3,Moradia — transação automática,Débito
2023-11-26,Assinaturas,despesa,253.46,Assinaturas — transação automática,Boleto
2023-08-04,Manutenção,despesa,89.6,Manutenção — transação automática,Cartão de Crédito
2022-07-28,Impostos,despesa,435.68,Impostos — transação automática,Boleto
2023-08-27,Salário,receita,5185.65,Salário — transação automática,Pix
2023-07-15,Freelance,receita,3561.88,Freelance — transação automática,Pix
2023-07-05,Assinaturas,despesa,341.06,Assinaturas — transação automática,Cartão de Crédito
2024-04-20,Impostos,despesa,402.13,Impostos — transação automática,Pix
2024-12-19,Rendimentos,receita,5265.58,Rendimentos — transação automática,Cartão de Crédito
2023-06-30,Alimentação,despesa,331.31,Alimentação — transação automática,Cartão de Crédito
2024-10-07,Impostos,despesa,5.0,Impostos — transação automática,Pix
2023-10-22,Rendimentos,receita,4403.47,Rendimentos — transação automática,Débito
2022-01-27,Assinaturas,despesa,845.31,Assinaturas — transação automática,Débito
2024-06-09,Impostos,despesa,200.85,Impostos — transação automática,Débito
